ID,Video,Illusion,Timing,Gesture,Sound,Experience
1764457616763,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764457616763,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764459684303,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764459684303,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764459684303,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764459684303,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764459684303,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764459684303,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764459684303,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764459684303,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764458642123,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764458642123,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764458642123,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764458642123,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764458642123,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764458642123,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764458642123,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764458642123,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764458159317,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764458159317,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764458159317,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764458159317,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764458159317,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764458159317,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764458159317,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764458159317,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764450472318,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764450472318,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764450472318,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764450472318,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764450472318,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764450472318,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764450472318,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764450472318,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764465863962,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764465863962,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764465863962,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764465863962,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764465863962,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764465863962,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764465863962,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764465863962,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764477246372,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764477246372,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764477246372,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764477246372,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764477246372,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764477246372,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764477246372,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764477246372,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764458666711,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764458666711,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764458666711,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764458666711,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764458666711,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764458666711,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764458666711,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764458666711,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764470875288,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764470875288,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764470875288,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764470875288,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764470875288,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764470875288,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764470875288,output_with_sound_B_1_3,0,incorrect,slide,instrumental,Yes
1764470875288,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764468329152,output_with_sound_A_1_1,0,correct,drum,instrumental,No
1764468329152,output_with_sound_A_1_2,0,incorrect,drum,instrumental,No
1764468329152,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764468329152,output_with_sound_A_1_4,0,correct,drum,environment,No
1764468329152,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764468329152,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764468329152,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764468329152,output_with_sound_B_1_4,0,correct,slide,environment,No
1764468566108,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764468566108,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764468566108,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764468566108,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764468566108,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764468566108,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764468566108,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764468566108,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764472836092,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764472836092,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764472836092,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764472836092,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764472836092,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764472836092,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764472836092,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764472836092,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764448599872,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764448599872,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764448599872,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764448599872,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764448599872,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764448599872,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764448599872,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764448599872,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764469789106,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764469789106,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764469789106,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764469789106,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764469789106,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764469789106,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764469789106,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764469789106,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764451587315,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764451587315,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764451587315,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764451587315,output_with_sound_A_1_4,1,correct,drum,environment,No
1764451587315,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764451587315,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764451587315,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764451587315,output_with_sound_B_1_4,1,correct,slide,environment,No
1764448660303,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764448660303,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764448660303,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764448660303,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764448660303,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764448660303,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764448660303,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764448660303,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764467493637,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764467493637,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764467493637,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764467493637,output_with_sound_A_1_4,0,correct,drum,environment,No
1764467493637,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764467493637,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764467493637,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764467493637,output_with_sound_B_1_4,1,correct,slide,environment,No
1764467999877,output_with_sound_A_1_1,0,correct,drum,instrumental,Yes
1764467999877,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764467999877,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764467999877,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764467999877,output_with_sound_B_1_1,0,correct,slide,instrumental,Yes
1764467999877,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764467999877,output_with_sound_B_1_3,0,incorrect,slide,instrumental,Yes
1764467999877,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764472785336,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764472785336,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764472785336,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764472785336,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764472785336,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764472785336,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764472785336,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764472785336,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764451481768,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764451481768,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764451481768,output_with_sound_A_1_3,1,incorrect,drum,environment,No
1764451481768,output_with_sound_A_1_4,1,correct,drum,environment,No
1764451481768,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764451481768,output_with_sound_B_1_2,1,incorrect,slide,environment,No
1764451481768,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764451481768,output_with_sound_B_1_4,1,correct,slide,environment,No
1764461980230,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764461980230,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764461980230,output_with_sound_A_1_3,1,incorrect,drum,environment,No
1764461980230,output_with_sound_A_1_4,0,correct,drum,environment,No
1764461980230,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764461980230,output_with_sound_B_1_2,1,incorrect,slide,environment,No
1764461980230,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764461980230,output_with_sound_B_1_4,1,correct,slide,environment,No
1764450875808,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764450875808,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764450875808,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764450875808,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764450875808,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764450875808,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764450875808,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764450875808,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764466450186,output_with_sound_A_1_1,0,correct,drum,instrumental,No
1764466450186,output_with_sound_A_1_2,0,incorrect,drum,instrumental,No
1764466450186,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764466450186,output_with_sound_A_1_4,0,correct,drum,environment,No
1764466450186,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764466450186,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764466450186,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764466450186,output_with_sound_B_1_4,0,correct,slide,environment,No
1764465594177,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764465594177,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764465594177,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764465594177,output_with_sound_A_1_4,0,correct,drum,environment,No
1764465594177,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764465594177,output_with_sound_B_1_2,1,incorrect,slide,environment,No
1764465594177,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764465594177,output_with_sound_B_1_4,1,correct,slide,environment,No
1764457053972,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764457053972,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764457053972,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764457053972,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764457053972,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764457053972,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764457053972,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764457053972,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764472017935,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764472017935,output_with_sound_A_1_2,0,incorrect,drum,instrumental,No
1764472017935,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764472017935,output_with_sound_A_1_4,0,correct,drum,environment,No
1764472017935,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764472017935,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764472017935,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764472017935,output_with_sound_B_1_4,0,correct,slide,environment,No
1764476653691,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764476653691,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764476653691,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764476653691,output_with_sound_A_1_4,0,correct,drum,environment,No
1764476653691,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764476653691,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764476653691,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764476653691,output_with_sound_B_1_4,1,correct,slide,environment,No
1764463377136,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764463377136,output_with_sound_A_1_2,0,incorrect,drum,instrumental,No
1764463377136,output_with_sound_A_1_3,1,incorrect,drum,environment,No
1764463377136,output_with_sound_A_1_4,1,correct,drum,environment,No
1764463377136,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764463377136,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764463377136,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764463377136,output_with_sound_B_1_4,1,correct,slide,environment,No
1764452263431,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764452263431,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764452263431,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764452263431,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764452263431,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764452263431,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764452263431,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764452263431,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764463574616,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764463574616,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764463574616,output_with_sound_A_1_3,1,incorrect,drum,environment,No
1764463574616,output_with_sound_A_1_4,1,correct,drum,environment,No
1764463574616,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764463574616,output_with_sound_B_1_2,1,incorrect,slide,environment,No
1764463574616,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764463574616,output_with_sound_B_1_4,1,correct,slide,environment,No
1764464835785,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764464835785,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764464835785,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764464835785,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764464835785,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764464835785,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764464835785,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764464835785,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764451477603,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764451477603,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764451477603,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764451477603,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764451477603,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764451477603,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764451477603,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764451477603,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764469379790,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764469379790,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764469379790,output_with_sound_A_1_3,1,incorrect,drum,environment,No
1764469379790,output_with_sound_A_1_4,1,correct,drum,environment,No
1764469379790,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764469379790,output_with_sound_B_1_2,1,incorrect,slide,environment,No
1764469379790,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764469379790,output_with_sound_B_1_4,1,correct,slide,environment,No
1764469020586,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764469020586,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764469020586,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764469020586,output_with_sound_A_1_4,1,correct,drum,environment,No
1764469020586,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764469020586,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764469020586,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764469020586,output_with_sound_B_1_4,1,correct,slide,environment,No
1764455125811,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764455125811,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764455125811,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764455125811,output_with_sound_A_1_4,0,correct,drum,environment,No
1764455125811,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764455125811,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764455125811,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764455125811,output_with_sound_B_1_4,0,correct,slide,environment,No
1764448864224,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764448864224,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764448864224,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764448864224,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764448864224,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764448864224,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764448864224,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764448864224,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764467591652,output_with_sound_A_1_1,0,correct,drum,instrumental,No
1764467591652,output_with_sound_A_1_2,0,incorrect,drum,instrumental,No
1764467591652,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764467591652,output_with_sound_A_1_4,0,correct,drum,environment,No
1764467591652,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764467591652,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764467591652,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764467591652,output_with_sound_B_1_4,0,correct,slide,environment,No
1764460547563,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764460547563,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764460547563,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764460547563,output_with_sound_A_1_4,0,correct,drum,environment,Yes
